4.058430	6.393638	O
7.802815	10.411806	W
22.522677	25.405451	W
25.663129	26.822680	O
27.966127	30.091971	W
31.340100	32.797591	W
33.063322	34.818754	W
34.859016	35.293848	O
36.203774	37.733738	O
37.862577	39.859582	W
40.487672	41.695538	O
42.355839	45.109773	W
45.504343	50.915583	O
51.084684	51.994610	W
52.856221	54.281503	W
55.843677	56.439558	W
56.874389	58.702293	O
59.370646	60.312782	W
65.224770	66.505109	W
67.044622	68.816159	O
70.289756	72.318971	O
74.630021	76.039198	O
76.522345	78.930025	W
81.321600	83.833961	O
90.775165	91.620671	W
92.015241	93.376104	W
94.938277	97.603635	O
98.449141	99.399329	O
100.727982	102.636410	W
102.974613	104.045588	O
104.665626	107.105515	W
107.508137	108.740161	O
109.416566	110.076866	W
111.502148	113.740726	W
114.433236	115.697469	O
118.322565	119.900844	W
120.351780	121.930059	O
122.179684	125.408713	W
126.149538	127.365456	W
127.655344	128.114333	W
131.609092	132.390179	O
132.462651	134.153664	O
134.717335	139.758163	W
140.603669	141.569962	W
142.673146	143.889065	W
144.364159	145.660602	O
146.691314	148.462851	W
149.590193	150.612853	W
152.191131	155.065853	W
156.289824	158.914919	W
161.741326	165.960805	O
168.368485	169.431407	O
169.914553	172.072607	W
173.159687	174.496392	W
176.614184	177.443586	O
177.918680	179.327857	W
181.268495	181.969057	O
182.202578	184.392842	W
185.721495	186.985728	O
187.066252	187.823182	W
188.040598	189.047153	W
189.184044	190.424120	O
190.754270	191.535357	W
197.486111	198.822816	O
198.871130	200.433304	O
202.285365	204.507839	W
204.636678	206.013645	W
207.479190	208.791738	W
209.500352	210.829005	O
212.109343	212.769643	O
213.220580	214.661967	O
215.112904	217.222643	O
217.520583	218.374142	O
219.525641	220.346990	O
220.942871	221.917216	W
222.118527	222.915719	O
225.927332	226.869467	W
227.159355	227.851865	W
238.368353	239.576219	W
241.621539	243.304499	O
245.365924	246.259745	O
246.316112	248.707687	W
249.657875	252.774169	W
253.112372	253.901511	O
254.006193	255.149639	O
255.383160	256.309191	O
257.517057	259.844212	O
260.464250	260.882977	W
261.205075	261.833165	O
261.978109	263.008821	O
263.081293	264.466313	O
263.338972	263.524178	W
264.651519	266.020434	O
266.600210	268.726054	O
268.814631	270.626430	W
272.591226	275.312951	W
276.077933	278.437298	O
278.550032	280.104153	O
281.408649	284.766517	O
292.158657	294.171767	O
294.397236	295.226637	O
295.403791	298.890498	O
300.903608	304.511101	O
304.768779	305.992750	O
306.717470	308.384325	O
308.440692	311.250994	W
311.967662	312.627962	W
312.627962	314.439761	O
315.534893	316.863546	W
316.863546	317.918415	O
317.918415	318.627030	W
321.735272	324.811305	O
324.875724	326.309059	W
327.935652	330.174230	O
330.423856	331.623670	O
333.371049	334.675545	O
335.311687	335.843149	W
345.634917	346.383794	O
346.915255	348.203645	O
348.694844	350.401961	O
350.764321	351.505146	O
351.690352	352.350652	O
352.672750	353.365260	O
354.307395	355.764887	O
356.900281	357.818259	O
410.344331	411.423358	W
412.309126	414.145083	W
414.354446	416.005197	W
419.008757	420.248833	W
426.795467	430.411013	O
430.741163	432.762326	O
434.300342	436.353715	W
437.505214	440.565141	W
441.475067	443.327128	W
455.526576	457.241746	O
459.423958	461.501487	O
459.423958	461.501487	W
462.314784	464.601677	W
465.270030	466.115536	O
466.437633	468.032017	W
472.372282	473.040635	W
473.733145	474.755805	O
478.951126	480.328094	O
482.107683	482.679407	O
485.352817	487.760497	W
488.453007	490.635218	O
491.247204	492.350388	O
493.413310	495.829042	W
495.829042	497.044961	W
516.298347	517.860520	W
648.052383	650.492273	W
660.622243	662.627301	O
663.158762	663.899587	W
664.447153	665.679176	W
665.727491	666.830675	W
666.999776	668.819628	O
670.156333	672.692852	O
680.954656	682.452410	W
690.851106	694.579386	W
700.159728	701.448118	O
701.593062	702.833138	O
703.106921	703.670592	O
704.065162	705.683702	O
708.582581	709.540821	O
710.048125	712.182022	W
712.632959	713.462360	O
713.663671	715.129215	W
715.354684	716.449815	W
717.778468	718.736709	W
718.793076	719.815736	O
720.806186	721.788584	O
721.973790	723.085027	O
724.276788	729.583346	O
730.581849	734.688594	O
736.492341	738.964440	W
739.689160	741.903581	O
742.265941	743.457702	O
743.602646	744.657516	O
747.508080	749.650029	W
749.972127	750.857895	W
753.708459	755.826251	W
756.269135	757.066327	O
757.098537	758.153406	W
760.842922	761.551536	W
761.704533	762.493672	O
762.638616	763.653223	O
765.803225	768.726261	O
769.144988	771.431881	O
773.259785	774.556228	O
776.488814	778.405295	W
779.121962	781.561852	O
781.908107	784.138633	O
784.219157	785.660544	O
785.813541	787.407924	O
788.865416	789.847813	W
790.177963	792.062235	W
792.311860	794.244446	O
794.526281	796.555497	O
797.183587	798.777970	O
798.971229	800.726661	W
801.717111	803.746326	O
803.939585	804.881720	O
805.598388	806.854568	O
807.402134	810.695583	O
812.265809	815.527047	W
